conf_label;title;country;country_qid;location;location_qid;main_subject;start_time;end_time;series_label;series_short_name;WikiCFP_identifier;DBLP_identifier
Wireless Internet - 7th International ICST Conference, WICON 2013, Shanghai, China, April 11-12, 2013;Wireless Internet - 7th International ICST Conference;People's Republic of China;Q148;Shanghai;Q8686;Internet;2013-04-11T00:00:00.000000;2013-04-12T00:00:00.000000;International Wireless Internet Conference;WICON;;conf/wicon
Wireless Internet - 6th International ICST Conference, WICON 2011, Xi'an, China, October 19-21, 2011;Wireless Internet - 6th International ICST Conference;People's Republic of China;Q148;Xi'an;Q5826;Internet;2011-10-19T00:00:00.000000;2011-10-21T00:00:00.000000;International Wireless Internet Conference;WICON;;conf/wicon
Bioinformatics and Biomedical Engineering - 8th International Work-Conference, IWBBIO 2020, Granada, Spain, May 6-8, 2020;Bioinformatics and Biomedical Engineering - 8th International Work-Conference;Spain;Q29;Granada;Q8810;bioinformatics;2020-05-06T00:00:00.000000;2020-05-08T00:00:00.000000;International Work-Conference on Bioinformatics and Biomedical Engineering;IWBBIO;;conf/iwbbio
Bioinformatics and Biomedical Engineering - 5th International Work-Conference, IWBBIO 2017, Granada, Spain, April 26-28, 2017;Bioinformatics and Biomedical Engineering - 5th International Work-Conference;Spain;Q29;Granada;Q8810;bioinformatics;2017-04-26T00:00:00.000000;2017-04-28T00:00:00.000000;International Work-Conference on Bioinformatics and Biomedical Engineering;IWBBIO;;conf/iwbbio
Foundations and Tools for Neural Modeling, International Work-Conference on Artificial and Natural Neural Networks, IWANN '99, Alicante, Spain, June 2-4, 1999;Foundations and Tools for Neural Modeling, International Work-Conference on Artificial and Natural Neural Networks;Spain;Q29;Alicante;Q11959;;1999-06-02T00:00:00.000000;1999-06-04T00:00:00.000000;International Work-Conference on Artificial and Natural Neural Networks;IWANN;1815;conf/iwann
working conference on Advanced Visual Interfaces, AVI 2008, Napoli, Italy, May 28-30, 2008;working conference on Advanced Visual Interfaces;Italy;Q38;Naples;Q2634;;2008-05-28T00:00:00.000000;2008-05-30T00:00:00.000000;International Working Conference on Advanced Visual Interfaces;AVI;265;conf/avi
Dynamic Modelling of Information Systems II, The Second International Working Conference on Dynamic Modelling of Information Systems, Washington, DC, USA, July 18-19, 1991;Dynamic Modelling of Information Systems II, The Second International Working Conference on Dynamic Modelling of Information Systems;United States of America;Q30;Washington, D.C.;Q61;;1991-07-18T00:00:00.000000;1991-07-19T00:00:00.000000;International Working Conference on Advanced Visual Interfaces;AVI;265;conf/avi
Bioinformatics and Biomedical Engineering - 4th International Conference, IWBBIO 2016, Granada, Spain, April 20-22, 2016;Bioinformatics and Biomedical Engineering - 4th International Conference;Spain;Q29;Granada;Q8810;bioinformatics;2016-04-20T00:00:00.000000;2016-04-22T00:00:00.000000;International Work-Conference on Bioinformatics and Biomedical Engineering;IWBBIO;;conf/iwbbio
Mechanisms, Symbols, and Models Underlying Cognition: First International Work-Conference on the Interplay Between Natural and Artificial Computation, IWINAC 2005, Las Palmas, Canary Islands, Spain, June 15-18, 2005;Mechanisms, Symbols, and Models Underlying Cognition: First International Work-Conference on the Interplay Between Natural and Artificial Computation;Spain;Q29;Las Palmas de Gran Canaria;Q11974;;2005-06-15T00:00:00.000000;2005-06-18T00:00:00.000000;International Work-Conference on the Interplay Between Natural and Artificial Computation;IWINAC;1840;conf/iwinac
Agent-Mediated Electronic Commerce. Designing Trading Strategies and Mechanisms for Electronic Markets - AMEC 2013, Saint Paul, MN, USA, May 6, 2013, TADA 2013, Bellevue, WA, USA, July 15, 2013, and AMEC and TADA 2014, Paris, France, May 5, 2014;Agent-Mediated Electronic Commerce. Designing Trading Strategies and Mechanisms for Electronic Markets - AMEC 2013, Saint Paul, MN, USA;France;Q142;Paris;Q90;;;;International Workshop on Affective Computing for Requirements Engineering;AffectRE;;conf/affectre-ws
Coalgebraic Methods in Computer Science, CMCS 2001, a Satellite Event of ETAPS 2001, Genova, Italy, April 6-7, 2001;4th Coalgebraic Methods in Computer Science;Italy;Q38;Genoa;Q1449;computer science;2001-04-06T00:00:00.000000;2001-04-07T00:00:00.000000;International Workshop on Coalgebraic Methods in Computer Science;CMCS;;conf/cmcs
Coalgebraic Methods in Computer Science, CMCS 2000, Berlin, Germany, March 25-26, 2000;Coalgebraic Methods in Computer Science;Germany;Q183;Berlin;Q64;computer science;2000-03-25T00:00:00.000000;2000-03-26T00:00:00.000000;International Workshop on Coalgebraic Methods in Computer Science;CMCS;;conf/cmcs
Coalgebraic Methods in Computer Science, CMCS 1999, Amsterdam, The Netherlands, March 20-21, 1999;Coalgebraic Methods in Computer Science;Netherlands;Q55;Amsterdam;Q727;computer science;1999-03-20T00:00:00.000000;1999-03-21T00:00:00.000000;International Workshop on Coalgebraic Methods in Computer Science;CMCS;;conf/cmcs
Fourth International Conference on Configurable Distributed Systems, 1998,, Annapolis, MA, USA, 6 May, 1998;Fourth International Conference on Configurable Distributed Systems, 1998;United States of America;Q30;Annapolis;Q28271;;;;International Workshop on Configurable Distributed Systems;CDS;;conf/cds
Third International Conference on Configurable Distributed Systems, 1996, Annapolis, MA, USA, 1998;Third International Conference on Configurable Distributed Systems, 1996;United States of America;Q30;Annapolis;Q28271;;;;International Workshop on Configurable Distributed Systems;CDS;;conf/cds
Deontic Logic in Computer Science, 9th International Conference, DEON 2008, Luxembourg, Luxembourg, July 15-18, 2008;Deontic Logic in Computer Science, 9th International Conference;Luxembourg;Q32;Luxembourg;Q1842;mathematical logic;2008-07-15T00:00:00.000000;2008-07-18T00:00:00.000000;International Workshop on Deontic Logic in Computer Science;DEON;692;conf/deon
Deontic Logic and Normative Systems - 13th International Conference, DEON 2016, Bayreuth, Germany, July 18-21, 2018;Deontic Logic and Normative Systems - 13th International Conference;Germany;Q183;Bayreuth;Q3923;mathematical logic;2018-07-18T00:00:00.000000;2018-07-21T00:00:00.000000;International Workshop on Deontic Logic in Computer Science;DEON;692;conf/deon
Equation-Based Object-Oriented Modeling Languages and Tools 2014, EOOLT 2014, Berlin, Germany, October 10, 2014;Equation-Based Object-Oriented Modeling Languages and Tools 2014;Germany;Q183;Berlin;Q64;;;;International Workshop on Equation-Based Object-Oriented Modeling Languages and Tools;EOOLT;894;conf/eoolt
Formal Aspects of Component Software - 16th International Conference, FACS 2019, Amsterdam, The Netherlands, October 23-25, 2019;Formal Aspects of Component Software - 16th International Conference;Netherlands;Q55;Amsterdam;Q727;;2019-10-23T00:00:00.000000;2019-10-25T00:00:00.000000;International Workshop on Formal Aspects of Component Software;FACS;1006;conf/facs2
2012 Fourth International Conference on Intelligent Networking and Collaborative Systems, INCoS 2012, Bucharest, Romania, September 19-21, 2012;2012 Fourth International Conference on Intelligent Networking and Collaborative Systems;Romania;Q218;Bucharest;Q19660;;2012-09-19T00:00:00.000000;2012-09-21T00:00:00.000000;International Workshop on Intelligent Networking and Collaborative Systems;INCoS;1600;conf/incos
27th International Symposium on Power and Timing Modeling, Optimization and Simulation, PATMOS 2017, Thessaloniki, Greece, September 25-27, 2017;27th International Symposium on Power and Timing Modeling, Optimization and Simulation;Greece;Q41;Thessaloniki;Q17151;;2017-09-25T00:00:00.000000;2017-09-27T00:00:00.000000;International Workshop on Power and Timing Modeling, Optimization and Simulation;PATMOS;;conf/patmos
Tenth International Conference on Quality of Multimedia Experience, QoMEX 2018, Cagliari, Italy, May 29 - June 1, 2018;Tenth International Conference on Quality of Multimedia Experience;Italy;Q38;Cagliari;Q1897;;2018-05-29T00:00:00.000000;2018-06-01T00:00:00.000000;International Workshop on Quality of Multimedia Experience;QoMEX;;conf/qomex
International Symposium on Quality of Service, IWQoS 2019, Phoenix, AZ, USA, June 24-25, 2019;International Symposium on Quality of Service;United States of America;Q30;Phoenix;Q16556;;2019-06-24T00:00:00.000000;2019-06-25T00:00:00.000000;International Workshop on Quality of Service;IWQoS;1855;conf/iwqos
23rd IEEE International Symposium on Quality of Service, IWQoS 2015, Portland, OR, USA, June 15-16, 2015;23rd IEEE International Symposium on Quality of Service;United States of America;Q30;Portland;Q6106;;2015-06-15T00:00:00.000000;2015-06-16T00:00:00.000000;International Workshop on Quality of Service;IWQoS;1855;conf/iwqos
Thirteenth International Work Shop on Research Issues in Data Engineering: Multi-lingual Information Management, RIDE-MLIM 2003, Hyderabad, India, March 10-11, 2003;Thirteenth International Work Shop on Research Issues in Data Engineering: Multi-lingual Information Management, RIDE-MLIM 2003;India;Q668;Hyderabad;Q1361;;2003-03-10T00:00:00.000000;2003-03-11T00:00:00.000000;International Workshop on Research Issues in Data Engineering;RIDE;;conf/ride
Verification and Evaluation of Computer and Communication Systems - 14th International Conference, VECoS 2020, Xi'an, China, October 26-27, 2020;Verification and Evaluation of Computer and Communication Systems - 14th International Conference;People's Republic of China;Q148;Xi'an;Q5826;;2020-10-26T00:00:00.000000;2020-10-27T00:00:00.000000;International Workshop on Verification and Evaluation of Computer and Communication Systems;VECoS;;conf/vecos
Mathematical Visualization, Algorithms, Applications and Numerics, VisMath 1997, Berlin, Germany, September 16-19, 1997;Mathematical Visualization, Algorithms, Applications and Numerics;Germany;Q183;Berlin;Q64;;1997-09-16T00:00:00.000000;1997-09-19T00:00:00.000000;International Workshop on Visualization and Mathematics;VisMath;;conf/vismath
12th International Conference on the Design of Reliable Communication Networks, DRCN 2016, Paris, France, March 15-17, 2016;12th International Conference on the Design of Reliable Communication Networks;France;Q142;Paris;Q90;;2016-03-15T00:00:00.000000;2016-03-17T00:00:00.000000;International Workshop on the Design of Reliable Communication Networks;DRCN;755;conf/drcn
10th International Conference on the Design of Reliable Communication Networks, DRCN 2014, Ghent, Belgium, April 1-3, 2014;10th International Conference on the Design of Reliable Communication Networks;Belgium;Q31;Ghent;Q1296;;2014-04-01T00:00:00.000000;2014-04-03T00:00:00.000000;International Workshop on the Design of Reliable Communication Networks;DRCN;755;conf/drcn
15th International Conference on Parsing Technologies, IWPT 2017, Pisa, Italy, September 20-22, 2017;15th International Conference on Parsing Technologies;Italy;Q38;Pisa;Q13375;parsing;2017-09-20T00:00:00.000000;2017-09-22T00:00:00.000000;International Workshop/Conference on Parsing Technologies;IWPT;1853;conf/iwpt
2015 International Symposium on Rapid System Prototyping, RSP 2015, Amsterdam, The Netherlands, October 8-9, 2015;2015 International Symposium on Rapid System Prototyping;Netherlands;Q55;Amsterdam;Q727;;2015-10-08T00:00:00.000000;2015-10-09T00:00:00.000000;International Workshop/Symposium on Rapid System Prototyping;RSP;2505;conf/rsp
Twentienth IEEE/IFIP International Symposium on Rapid System Prototyping, Shortening the Path from Specification to Prototype, RSP 2009, Paris, France, 23-26 June 2009;Twentienth IEEE/IFIP International Symposium on Rapid System Prototyping, Shortening the Path from Specification to Prototype;France;Q142;Paris;Q90;;2009-06-23T00:00:00.000000;2009-06-26T00:00:00.000000;International Workshop/Symposium on Rapid System Prototyping;RSP;2505;conf/rsp
15th Symposium on Database Programming Languages, Pittsburgh, PA, USA, October 25-30, 2015;15th Symposium on Database Programming Languages;United States of America;Q30;Pittsburgh;Q1342;;2015-10-25T00:00:00.000000;2015-10-30T00:00:00.000000;International Workshop/Symposium on Database Programming Languages;DBPL;660;conf/dbpl
Database Programming Languages - DBPL 201, 13th International Symposium, Seattle, Washington, USA, August 29, 2011;Database Programming Languages - DBPL 201, 13th International Symposium;United States of America;Q30;Seattle;Q5083;;;;International Workshop/Symposium on Database Programming Languages;DBPL;660;conf/dbpl
10th IEEE International Symposium on the Maintenance and Evolution of Service-Oriented and Cloud-Based Environments, MESOCA 2016, Raleigh, NC, USA, October 3, 2016;10th IEEE International Symposium on the Maintenance and Evolution of Service-Oriented and Cloud-Based Environments;United States of America;Q30;Raleigh;Q41087;;;;International Workshop/Symposium on the Maintenance and Evolution of Service-Oriented and Cloud-Based Systems;MESOCA;;conf/mesoca
9th IEEE International Symposium on the Maintenance and Evolution of Service-Oriented and Cloud-Based Environments, MESOCA 2015, Bremen, Germany, October 2, 2015;9th IEEE International Symposium on the Maintenance and Evolution of Service-Oriented and Cloud-Based Environments;Germany;Q183;Bremen;Q24879;;;;International Workshop/Symposium on the Maintenance and Evolution of Service-Oriented and Cloud-Based Systems;MESOCA;;conf/mesoca
Algorithms and Complexity, Third Italian Conference, CIAC '97, Rome, Italy, March 12-14, 1997;Algorithms and Complexity, Third Italian Conference;Italy;Q38;Rome;Q220;;1997-03-12T00:00:00.000000;1997-03-14T00:00:00.000000;International/Italian Conference on Algorithms and Complexity;CIAC;442;conf/ciac
Algorithms and Complexity, 4th Italian Conference, CIAC 2000, Rome, Italy, March 2000;Algorithms and Complexity, 4th Italian Conference;Italy;Q38;Rome;Q220;;;;International/Italian Conference on Algorithms and Complexity;CIAC;442;conf/ciac
Internet of Vehicles. Technologies and Services Towards Smart City - 5th International Conference, IOV 2018, Paris, France, November 20-22, 2018;Internet of Vehicles. Technologies and Services Towards Smart City - 5th International Conference;France;Q142;Paris;Q90;Internet;2018-11-20T00:00:00.000000;2018-11-22T00:00:00.000000;Internet of Vehicles;IOV;;conf/iov
Internet of Vehicles. Technologies and Services for Smart Cities - 4th International Conference, IOV 2017, Kanazawa, Japan, November 22-25, 2017;Internet of Vehicles. Technologies and Services for Smart Cities - 4th International Conference;Japan;Q17;Kanazawa;Q191130;Internet;2017-11-22T00:00:00.000000;2017-11-25T00:00:00.000000;Internet of Vehicles;IOV;;conf/iov
Tenth IASTED International Conference on Internet and Multimedia Systems and Applications (IMSA 2006), Honolulu, Hawaii, USA, August 14-16, 2006;Tenth IASTED International Conference on Internet and Multimedia Systems and Applications;United States of America;Q30;Honolulu;Q18094;Internet;2006-08-14T00:00:00.000000;2006-08-16T00:00:00.000000;Internet, Multimedia Systems and Applications;IMSA;;conf/imsa
International Conference on Interoperability for Enterprise Software and Applications China, IESA 2009, Beijing, China, April 21-22, 2009;International Conference on Interoperability for Enterprise Software and Applications China;People's Republic of China;Q148;Beijing;Q956;enterprise software;2009-04-21T00:00:00.000000;2009-04-22T00:00:00.000000;Interop-Vlab.It Workshop on Pervasive Computing for Networked Enterprises;INVIT;;conf/invit
Seventh Italian Conference on Computational Linguistics, CLiC-it 2020, Bologna, Italy, March 1-3, 2021;Seventh Italian Conference on Computational Linguistics;Italy;Q38;Bologna;Q1891;Computational Linguistics;2021-03-01T00:00:00.000000;2021-03-03T00:00:00.000000;Italian Conference on Computational Linguistics;CLiC-it;;conf/clic-it
28th Italian Conference on Computational Logic, Catania, Italy, September 25-27, 2013;28th Italian Conference on Computational Logic;Italy;Q38;Catania;Q1903;;2013-09-25T00:00:00.000000;2013-09-27T00:00:00.000000;Italian Conference on Computational Logic;CILC;463;conf/cilc
Fourth Israel Symposium on Theory of Computing and Systems, ISTCS 1996, Jerusalem, Israel, June 10-12, 1996;Fourth Israel Symposium on Theory of Computing and Systems;Israel;Q801;Jerusalem;Q1218;;1996-06-10T00:00:00.000000;1996-06-12T00:00:00.000000;Israel Symposium on Theory of Computing Systems;ISTCS;;conf/istcs
10th International Conference on Practical Applications of Computational Biology & Bioinformatics, PACBB 2016, Sevilla, Spain, 1-3 June 2016;10th International Conference on Practical Applications of Computational Biology & Bioinformatics;Spain;Q29;Seville;Q8717;;2016-06-01T00:00:00.000000;2016-06-03T00:00:00.000000;Practical Applications of Computational Biology & Bioinformatics;PACBB;;conf/pacbb
On the Move to Meaningful Internet Systems: OTM 2016 Conferences - Confederated International Conferences: CoopIS, C&TC, and ODBASE 2016, Rhodes, Greece, October 24-28, 2016;On the Move to Meaningful Internet Systems: OTM 2016 Conferences - Confederated International Conferences: CoopIS, C&TC, and ODBASE 2016;Greece;Q41;Rhodes;Q188731;;2016-10-24T00:00:00.000000;2016-10-28T00:00:00.000000;OTM Conferences / Workshops;OTM;;conf/otm
Information Retrieval Meets Information Visualization - PROMISE Winter School 2012, Zinal, Switzerland, January 23-27, 2012;Information Retrieval Meets Information Visualization - PROMISE Winter School 2012;Switzerland;Q39;Zinal;Q204247;;2012-01-23T00:00:00.000000;2012-01-27T00:00:00.000000;PROMISE Winter School;PROMISE;;conf/promisews
7th International Conference on Practical Applications of Computational Biology & Bioinformatics, PACBB 2013, 22-14 May, 2013, Salamanca, Spain;7th International Conference on Practical Applications of Computational Biology & Bioinformatics;Spain;Q29;Salamanca;Q15695;;2013-05-22T00:00:00.000000;2013-05-14T00:00:00.000000;Practical Applications of Computational Biology & Bioinformatics;PACBB;;conf/pacbb
9th International Conference on Practical Applications of Computational Biology and Bioinformatics, PACBB 2015, 3-5 June, 2015, Salamanca, Spain;9th International Conference on Practical Applications of Computational Biology and Bioinformatics;Spain;Q29;Salamanca;Q15695;;2015-06-03T00:00:00.000000;2015-06-05T00:00:00.000000;Practical Applications of Computational Biology & Bioinformatics;PACBB;;conf/pacbb
Artificial Intelligence Applications and Innovations - 8th IFIP WG 12.5 International Conference, AIAI 2012, Halkidiki, Greece, September 27-30, 2012;Artificial Intelligence Applications and Innovations - 8th IFIP WG 12.5 International Conference;Greece;Q41;Chalkidiki Prefecture;Q844543;;2012-09-27T00:00:00.000000;2012-09-30T00:00:00.000000;Professional Practice in Artificial Intelligence;PPAI;;conf/ifip12
Artificial Intelligence Applications and Innovations - 6th IFIP WG 12.5 International Conference, AIAI 2010, Larnaca, Cyprus, October 6-7, 2010;Artificial Intelligence Applications and Innovations - 6th IFIP WG 12.5 International Conference;Cyprus;Q229;Larnaca;Q171882;;2010-10-06T00:00:00.000000;2010-10-07T00:00:00.000000;Professional Practice in Artificial Intelligence;PPAI;;conf/ifip12
Artificial Intelligence Applications and Innovations - 15th IFIP WG 12.5 International Conference, AIAI 2019, Hersonissos, Crete, Greece, May 24-26, 2019;Artificial Intelligence Applications and Innovations - 15th IFIP WG 12.5 International Conference;Greece;Q41;Chersonesos;Q1018106;;2019-05-24T00:00:00.000000;2019-05-26T00:00:00.000000;Professional Practice in Artificial Intelligence;PPAI;;conf/ifip12
Artificial Intelligence Applications and Innovations - 10th IFIP WG 12.5 International Conference, AIAI 2014, Rhodes, Greece, September 19-21, 2014;Artificial Intelligence Applications and Innovations - 10th IFIP WG 12.5 International Conference;Greece;Q41;Rhodes;Q188731;;2014-09-19T00:00:00.000000;2014-09-21T00:00:00.000000;Professional Practice in Artificial Intelligence;PPAI;;conf/ifip12
Progress in Location-Based Services 2014, LBS 2014, Vienna, Austria, November 26-28, 2014;Progress in Location-Based Services 2014;Austria;Q40;Vienna;Q1741;;2014-11-26T00:00:00.000000;2014-11-28T00:00:00.000000;Progress in Location-Based Service;LBS;;conf/lbs
Reasoning Web. Semantic Technologies for Advanced Query Answering - 8th International Summer School 2012, Vienna, Austria, September 3-8, 2012;Reasoning Web. Semantic Technologies for Advanced Query Answering - 8th International Summer School;Austria;Q40;Vienna;Q1741;;2012-09-03T00:00:00.000000;2012-09-08T00:00:00.000000;Reasoning Web;;;conf/rweb
5th Spanish Conference on Information Retrieval, CERI 2018, Zaragoza, Spain, June 26-27, 2018;5th Spanish Conference on Information Retrieval;Spain;Q29;Zaragoza;Q10305;;2018-06-26T00:00:00.000000;2018-06-27T00:00:00.000000;Spanish Conference on Information Retrieval;CERI;;conf/ceri
Topics in Cryptology - CT-RSA 2006, The Cryptographers' Track at the RSA Conference 2006, San Jose, CA, USA, February 13-17, 2006;Topics in Cryptology - The Cryptographers' Track at the RSA Conference 2006;United States of America;Q30;San Jose;Q16553;;2006-02-13T00:00:00.000000;2006-02-17T00:00:00.000000;Cryptographer's Track at RSA Conference;CT-RSA;620;conf/ctrsa
Advances in Signal Processing and Intelligent Recognition Systems - Third International Symposium on Signal Processing and Intelligent Recognition Systems (SIRS-2017), September 13-16, 2017, Manipal, India;Third International Symposium on Signal Processing and Intelligent Recognition Systems;India;Q668;Manipal;Q3764792;;2017-09-13T00:00:00.000000;2017-09-16T00:00:00.000000;Symposium on Signal Processing and Intelligent Recognition Systems;SIRS;;conf/sirs
Advances in Signal Processing and Intelligent Recognition Systems - International Symposium on Signal Processing and Intelligent Recognition Systems, SIRS 2014, March 13-15, 2014, Trivandrum, India;Advances in Signal Processing and Intelligent Recognition Systems - International Symposium on Signal Processing and Intelligent Recognition Systems;India;Q668;Thiruvananthapuram;Q167715;;2014-03-13T00:00:00.000000;2014-03-15T00:00:00.000000;Symposium on Signal Processing and Intelligent Recognition Systems;SIRS;;conf/sirs
New Contributions in Information Systems and Technologies, WorldCIST'15, Azores, Portugal, April 1-3, 2015;New Contributions in Information Systems and Technologies;Portugal;Q45;Azores;Q25263;;2015-04-01T00:00:00.000000;2015-04-03T00:00:00.000000;WorldCIST;;;conf/worldcist
Recent Advances in Information Systems and Technologies, WorldCIST'17, Porto Santo Island, Madeira, Portugal, April 11-13, 2017;Recent Advances in Information Systems and Technologies;Portugal;Q45;Porto Santo Island;Q14206042;;2017-04-11T00:00:00.000000;2017-04-13T00:00:00.000000;WorldCIST;;;conf/worldcist
New Advances in Information Systems and Technologies, WorldCIST'16, Recife, Pernambuco, Brazil, March 22-24, 2016;New Advances in Information Systems and Technologies;Brazil;Q155;Recife;Q48344;;2016-03-22T00:00:00.000000;2016-03-24T00:00:00.000000;WorldCIST;;;conf/worldcist
GRAPP 2008, Third International Conference on Computer Graphics Theory and Applications, Funchal, Madeira, Portugal, January 22-25, 2008;GRAPP 2008, Third International Conference on Computer Graphics Theory and Applications;Portugal;Q45;Funchal;Q25444;computer graphics;2008-01-22T00:00:00.000000;2008-01-25T00:00:00.000000;Computer Vision and Computer Graphics. Theory and Applications - International Conference, VISIGRAPP 2008, Funchal-Madeira, Portugal, January 22-25, 2008;VISIGRAPP 2008;;
VISAPP 2008: Third International Conference on Computer Vision Theory and Applications, Funchal, Madeira, Portugal, January 22-25, 2008;Third International Conference on Computer Vision Theory and Applications;Portugal;Q45;Funchal;Q25444;computer vision;2008-01-22T00:00:00.000000;2008-01-25T00:00:00.000000;Computer Vision and Computer Graphics. Theory and Applications - International Conference, VISIGRAPP 2008, Funchal-Madeira, Portugal, January 22-25, 2008;VISIGRAPP 2008;;
2nd IEEE 5G World Forum, 5GWF 2019, Dresden, Germany, September 30 - October 2, 2019;2nd IEEE 5G World Forum;Germany;Q183;Dresden;Q1731;5G;2019-09-30T00:00:00.000000;2019-10-02T00:00:00.000000;5G World Forum;5GWF;;conf/5gwf
19th Annual International Conference on Digital Government Research: Governance in the Data Age, DG.O 2018, Delft, The Netherlands, May 30 - June 01, 2018;19th Annual International Conference on Digital Government Research: Governance in the Data Age;Netherlands;Q55;Delft;Q690;;2018-05-30T00:00:00.000000;2018-06-01T00:00:00.000000;(Inter)National Conference on Digital Government Research;DG.O;704;conf/dgo
Computer Trends in the 1990s - 1989 ACM 17th Annual Computer Science Conference, Louisville, Kentucky, USA, February 21-23, 1989;Computer Trends in the 1990s - 1989 ACM 17th Annual Computer Science Conference;United States of America;Q30;Louisville;Q43668;computer science;1989-02-21T00:00:00.000000;1989-02-23T00:00:00.000000;ACM Annual Conference on Computer Science;CSC;;conf/acmcsc
ACM SIGCHI Symposium on Engineering Interactive Computing Systems, EICS'13, London, United Kingdom - June 24 - 27, 2013;ACM SIGCHI Symposium on Engineering Interactive Computing Systems 2013;United Kingdom;Q145;London;Q84;;2013-06-24T00:00:00.000000;2013-06-27T00:00:00.000000;ACM SIGCHI Symposium on Engineering Interactive Computing System;EnCHIReS;865;conf/eics
First International Conference on Mobile Systems, Applications, and Services, MobiSys 2003, San Francisco, CA, USA, May 5-8, 2003;First International Conference on Mobile Systems, Applications, and Services;United States of America;Q30;San Francisco;Q62;;2003-05-05T00:00:00.000000;2003-05-08T00:00:00.000000;ACM SIGMOBILE International Conference on Mobile Systems, Applications, and Services;MobiSys;;conf/mobisys
ACM-GIS 2003, Eleventh ACM International Symposium on Advances in Geographic Information Systems, New Orleans, Louisiana, USA, November 7-8, 2003;ACM-GIS 2003, Eleventh ACM International Symposium on Advances in Geographic Information Systems;United States of America;Q30;New Orleans;Q34404;geographic information system;2003-11-07T00:00:00.000000;2003-11-08T00:00:00.000000;ACM SIGSPATIAL International Workshop on Advances in Geographic Information Systems;GIS;1133;conf/gis
Web Technologies and Applications - 14th Asia-Pacific Web Conference, APWeb 2012, Kunming, China, April 11-13, 2012;Web Technologies and Applications - 14th Asia-Pacific Web Conference;People's Republic of China;Q148;Kunming;Q182852;;2012-04-11T00:00:00.000000;2012-04-13T00:00:00.000000;Asia-Pacific Web Conference;APWeb;210;conf/apweb
Progress in WWW Research and Development, 10th Asia-Pacific Web Conference, APWeb 2008, Shenyang, China, April 26-28, 2008;Progress in WWW Research and Development, 10th Asia-Pacific Web Conference;People's Republic of China;Q148;Shenyang;Q11720;World Wide Web;2008-04-26T00:00:00.000000;2008-04-28T00:00:00.000000;Asia-Pacific Web Conference;APWeb;210;conf/apweb
Web Technologies and Applications - 16th Asia-Pacific Web Conference, APWeb 2014, Changsha, China, September 5-7, 2014;Web Technologies and Applications - 16th Asia-Pacific Web Conference;People's Republic of China;Q148;Changsha;Q174091;;2014-09-05T00:00:00.000000;2014-09-07T00:00:00.000000;Asia-Pacific Web Conference;APWeb;210;conf/apweb
Intelligent Information and Database Systems - 11th Asian Conference, ACIIDS 2019, Yogyakarta, Indonesia, April 8-11, 2019;Intelligent Information and Database Systems - 11th Asian Conference;Indonesia;Q252;Yogyakarta City;Q7568;;2019-04-08T00:00:00.000000;2019-04-11T00:00:00.000000;Asian Conference on Intelligent Information and Database Systems;ACIIDS;30;conf/aciids
4th IAPR Asian Conference on Pattern Recognition, ACPR 2017, Nanjing, China, November 26-29, 2017;4th IAPR Asian Conference on Pattern Recognition;People's Republic of China;Q148;Nanjing;Q16666;pattern recognition;2017-11-26T00:00:00.000000;2017-11-29T00:00:00.000000;Asian Conference on Pattern Recognition;ACPR;;conf/acpr
Advances in Computer Science - ASIAN 2009. Information Security and Privacy, 13th Asian Computing Science Conference, Seoul, Korea, December 14-16, 2009;Advances in Computer Science - ASIAN 2009. Information Security and Privacy, 13th Asian Computing Science Conference;South Korea;Q884;Seoul;Q8684;computer science;2009-12-14T00:00:00.000000;2009-12-16T00:00:00.000000;Asian Computing Science Conference;ASIAN;;conf/asian
Programming Languages and Systems - 16th Asian Symposium, APLAS 2018, Wellington, New Zealand, December 2-6, 2018;Programming Languages and Systems - 16th Asian Symposium;New Zealand;Q664;Wellington;Q23661;;2018-12-02T00:00:00.000000;2018-12-06T00:00:00.000000;Asian Symposium on Programming Languages and Systems;APLAS;198;conf/aplas
Technologies for Advanced Heterogeneous Networks, First Asian Internet Engineering Conference, AINTEC 2005, Bangkok, Thailand, December 13-15, 2005;Technologies for Advanced Heterogeneous Networks, First Asian Internet Engineering Conference;Thailand;Q869;Bangkok;Q1861;Internet;2005-12-13T00:00:00.000000;2005-12-15T00:00:00.000000;Asian Internet Engineering Conference;AINTEC;115;conf/aintec
Programming Languages and Systems - 14th Asian Symposium, APLAS 2016, Hanoi, Vietnam, November 21-23, 2016;Programming Languages and Systems - 14th Asian Symposium;Vietnam;Q881;Hanoi;Q1858;;2016-11-21T00:00:00.000000;2016-11-23T00:00:00.000000;Asian Symposium on Programming Languages and Systems;APLAS;198;conf/aplas
Programming Languages and Systems - 11th Asian Symposium, APLAS 2013, Melbourne, VIC, Australia, December 9-11, 2013;Programming Languages and Systems - 11th Asian Symposium;Australia;Q408;Melbourne;Q3141;;2013-12-09T00:00:00.000000;2013-12-11T00:00:00.000000;Asian Symposium on Programming Languages and Systems;APLAS;198;conf/aplas
27th IEEE Asian Test Symposium, ATS 2018, Hefei, China, October 15-18, 2018;27th IEEE Asian Test Symposium;People's Republic of China;Q148;Hefei;Q185684;;2018-10-15T00:00:00.000000;2018-10-18T00:00:00.000000;Asian Test Symposium;ATS;254;conf/ats
